date,driver_value,driver_category,driver_name,driver_unique_name,qualifier,region,driver_units,driver_classification,driver_source,driver_capture_date,subregion,qualifier_2,denorm
2022-08-01,1.2274104356765747,Economic,Construction Spend,Construction Spend - Commercial,Commercial,North America,Millions of Dollars Seasonally Adjusted Annual Rate,External,FRED,20241709,,,110830.9
2022-09-01,1.2441115379333496,Economic,Construction Spend,Construction Spend - Commercial,Commercial,North America,Millions of Dollars Seasonally Adjusted Annual Rate,External,FRED,20241709,,,110830.9
2022-10-01,1.2833154201507568,Economic,Construction Spend,Construction Spend - Commercial,Commercial,North America,Millions of Dollars Seasonally Adjusted Annual Rate,External,FRED,20241709,,,110830.9
2022-11-01,1.2924283742904663,Economic,Construction Spend,Construction Spend - Commercial,Commercial,North America,Millions of Dollars Seasonally Adjusted Annual Rate,External,FRED,20241709,,,110830.9
2022-12-01,1.3169342279434204,Economic,Construction Spend,Construction Spend - Commercial,Commercial,North America,Millions of Dollars Seasonally Adjusted Annual Rate,External,FRED,20241709,,,110830.9
2023-01-01,1.281339406967163,Economic,Construction Spend,Construction Spend - Commercial,Commercial,North America,Millions of Dollars Seasonally Adjusted Annual Rate,External,FRED,20241709,,,110830.9
2023-02-01,1.2834688425064087,Economic,Construction Spend,Construction Spend - Commercial,Commercial,North America,Millions of Dollars Seasonally Adjusted Annual Rate,External,FRED,20241709,,,110830.9
2023-03-01,1.2893606424331665,Economic,Construction Spend,Construction Spend - Commercial,Commercial,North America,Millions of Dollars Seasonally Adjusted Annual Rate,External,FRED,20241709,,,110830.9
2023-04-01,1.3165011405944824,Economic,Construction Spend,Construction Spend - Commercial,Commercial,North America,Millions of Dollars Seasonally Adjusted Annual Rate,External,FRED,20241709,,,110830.9
2023-05-01,1.314525127410889,Economic,Construction Spend,Construction Spend - Commercial,Commercial,North America,Millions of Dollars Seasonally Adjusted Annual Rate,External,FRED,20241709,,,110830.9
2023-06-01,1.3062242269515991,Economic,Construction Spend,Construction Spend - Commercial,Commercial,North America,Millions of Dollars Seasonally Adjusted Annual Rate,External,FRED,20241709,,,110830.9
2023-07-01,1.3022451400756836,Economic,Construction Spend,Construction Spend - Commercial,Commercial,North America,Millions of Dollars Seasonally Adjusted Annual Rate,External,FRED,20241709,,,110830.9
2023-08-01,1.29801344871521,Economic,Construction Spend,Construction Spend - Commercial,Commercial,North America,Millions of Dollars Seasonally Adjusted Annual Rate,External,FRED,20241709,,,110830.9
2023-09-01,1.3033279180526731,Economic,Construction Spend,Construction Spend - Commercial,Commercial,North America,Millions of Dollars Seasonally Adjusted Annual Rate,External,FRED,20241709,,,110830.9
2023-10-01,1.2454107999801636,Economic,Construction Spend,Construction Spend - Commercial,Commercial,North America,Millions of Dollars Seasonally Adjusted Annual Rate,External,FRED,20241709,,,110830.9
2023-11-01,1.2192538976669312,Economic,Construction Spend,Construction Spend - Commercial,Commercial,North America,Millions of Dollars Seasonally Adjusted Annual Rate,External,FRED,20241709,,,110830.9
2023-12-01,1.194946527481079,Economic,Construction Spend,Construction Spend - Commercial,Commercial,North America,Millions of Dollars Seasonally Adjusted Annual Rate,External,FRED,20241709,,,110830.9
2024-01-01,1.1794273853302002,Economic,Construction Spend,Construction Spend - Commercial,Commercial,North America,Millions of Dollars Seasonally Adjusted Annual Rate,External,FRED,20241709,,,110830.9
2024-02-01,1.171902418136597,Economic,Construction Spend,Construction Spend - Commercial,Commercial,North America,Millions of Dollars Seasonally Adjusted Annual Rate,External,FRED,20241709,,,110830.9
2024-03-01,1.167553424835205,Economic,Construction Spend,Construction Spend - Commercial,Commercial,North America,Millions of Dollars Seasonally Adjusted Annual Rate,External,FRED,20241709,,,110830.9
2024-04-01,1.146674871444702,Economic,Construction Spend,Construction Spend - Commercial,Commercial,North America,Millions of Dollars Seasonally Adjusted Annual Rate,External,FRED,20241709,,,110830.9
2024-05-01,1.137624979019165,Economic,Construction Spend,Construction Spend - Commercial,Commercial,North America,Millions of Dollars Seasonally Adjusted Annual Rate,External,FRED,20241709,,,110830.9
2024-06-01,1.1302894353866575,Economic,Construction Spend,Construction Spend - Commercial,Commercial,North America,Millions of Dollars Seasonally Adjusted Annual Rate,External,FRED,20241709,,,110830.9
2019-01-01,0.8241744041442871,HVAC,PPI,PPI for HVAC,HVAC,North America,Index 100: 2003,External,FRED,20241709,,,185.39766
2019-02-01,0.8241744041442871,HVAC,PPI,PPI for HVAC,HVAC,North America,Index 100: 2003,External,FRED,20241709,,,185.39766
2019-03-01,0.8284894824028015,HVAC,PPI,PPI for HVAC,HVAC,North America,Index 100: 2003,External,FRED,20241709,,,185.39766
2019-04-01,0.8338832855224609,HVAC,PPI,PPI for HVAC,HVAC,North America,Index 100: 2003,External,FRED,20241709,,,185.39766
2019-05-01,0.8333438634872437,HVAC,PPI,PPI for HVAC,HVAC,North America,Index 100: 2003,External,FRED,20241709,,,185.39766
2019-06-01,0.834962010383606,HVAC,PPI,PPI for HVAC,HVAC,North America,Index 100: 2003,External,FRED,20241709,,,185.39766
2019-07-01,0.8371195197105408,HVAC,PPI,PPI for HVAC,HVAC,North America,Index 100: 2003,External,FRED,20241709,,,185.39766
2019-08-01,0.8371195197105408,HVAC,PPI,PPI for HVAC,HVAC,North America,Index 100: 2003,External,FRED,20241709,,,185.39766
2019-09-01,0.836040735244751,HVAC,PPI,PPI for HVAC,HVAC,North America,Index 100: 2003,External,FRED,20241709,,,185.39766
2019-10-01,0.8371195197105408,HVAC,PPI,PPI for HVAC,HVAC,North America,Index 100: 2003,External,FRED,20241709,,,185.39766
2019-11-01,0.836040735244751,HVAC,PPI,PPI for HVAC,HVAC,North America,Index 100: 2003,External,FRED,20241709,,,185.39766
2019-12-01,0.8381982445716858,HVAC,PPI,PPI for HVAC,HVAC,North America,Index 100: 2003,External,FRED,20241709,,,185.39766
2020-01-01,0.8398163914680481,HVAC,PPI,PPI for HVAC,HVAC,North America,Index 100: 2003,External,FRED,20241709,,,185.39766
2020-02-01,0.8425133228302002,HVAC,PPI,PPI for HVAC,HVAC,North America,Index 100: 2003,External,FRED,20241709,,,185.39766
2020-03-01,0.8495252728462219,HVAC,PPI,PPI for HVAC,HVAC,North America,Index 100: 2003,External,FRED,20241709,,,185.39766
2020-04-01,0.8506040573120117,HVAC,PPI,PPI for HVAC,HVAC,North America,Index 100: 2003,External,FRED,20241709,,,185.39766
2020-05-01,0.8473678231239319,HVAC,PPI,PPI for HVAC,HVAC,North America,Index 100: 2003,External,FRED,20241709,,,185.39766
2020-06-01,0.8511434197425842,HVAC,PPI,PPI for HVAC,HVAC,North America,Index 100: 2003,External,FRED,20241709,,,185.39766
2020-07-01,0.8500646948814392,HVAC,PPI,PPI for HVAC,HVAC,North America,Index 100: 2003,External,FRED,20241709,,,185.39766
2020-08-01,0.8543797135353088,HVAC,PPI,PPI for HVAC,HVAC,North America,Index 100: 2003,External,FRED,20241709,,,185.39766
2020-09-01,0.8549190759658813,HVAC,PPI,PPI for HVAC,HVAC,North America,Index 100: 2003,External,FRED,20241709,,,185.39766
2020-10-01,0.8538403511047363,HVAC,PPI,PPI for HVAC,HVAC,North America,Index 100: 2003,External,FRED,20241709,,,185.39766
2020-11-01,0.8570765852928162,HVAC,PPI,PPI for HVAC,HVAC,North America,Index 100: 2003,External,FRED,20241709,,,185.39766
2020-12-01,0.8576160073280334,HVAC,PPI,PPI for HVAC,HVAC,North America,Index 100: 2003,External,FRED,20241709,,,185.39766
2021-01-01,0.86678546667099,HVAC,PPI,PPI for HVAC,HVAC,North America,Index 100: 2003,External,FRED,20241709,,,185.39766
2021-02-01,0.8716399669647217,HVAC,PPI,PPI for HVAC,HVAC,North America,Index 100: 2003,External,FRED,20241709,,,185.39766
2021-03-01,0.8781124949455261,HVAC,PPI,PPI for HVAC,HVAC,North America,Index 100: 2003,External,FRED,20241709,,,185.39766
2021-04-01,0.881348729133606,HVAC,PPI,PPI for HVAC,HVAC,North America,Index 100: 2003,External,FRED,20241709,,,185.39766
2021-05-01,0.8878213763237,HVAC,PPI,PPI for HVAC,HVAC,North America,Index 100: 2003,External,FRED,20241709,,,185.39766
2021-06-01,0.906160295009613,HVAC,PPI,PPI for HVAC,HVAC,North America,Index 100: 2003,External,FRED,20241709,,,185.39766
2021-07-01,0.9156372547149658,HVAC,PPI,PPI for HVAC,HVAC,North America,Index 100: 2003,External,FRED,20241709,,,185.39766
2021-08-01,0.9277355670928956,HVAC,PPI,PPI for HVAC,HVAC,North America,Index 100: 2003,External,FRED,20241709,,,185.39766
2021-09-01,0.9412686228752136,HVAC,PPI,PPI for HVAC,HVAC,North America,Index 100: 2003,External,FRED,20241709,,,185.39766
2021-10-01,0.9537121057510376,HVAC,PPI,PPI for HVAC,HVAC,North America,Index 100: 2003,External,FRED,20241709,,,185.39766
2021-11-01,0.967024028301239,HVAC,PPI,PPI for HVAC,HVAC,North America,Index 100: 2003,External,FRED,20241709,,,185.39766
2021-12-01,0.9827470779418944,HVAC,PPI,PPI for HVAC,HVAC,North America,Index 100: 2003,External,FRED,20241709,,,185.39766
2022-01-01,1.0189772844314575,HVAC,PPI,PPI for HVAC,HVAC,North America,Index 100: 2003,External,FRED,20241709,,,185.39766
2022-02-01,1.0399268865585327,HVAC,PPI,PPI for HVAC,HVAC,North America,Index 100: 2003,External,FRED,20241709,,,185.39766
2022-03-01,1.0570738315582275,HVAC,PPI,PPI for HVAC,HVAC,North America,Index 100: 2003,External,FRED,20241709,,,185.39766
2022-04-01,1.0790643692016602,HVAC,PPI,PPI for HVAC,HVAC,North America,Index 100: 2003,External,FRED,20241709,,,185.39766
2022-05-01,1.092360019683838,HVAC,PPI,PPI for HVAC,HVAC,North America,Index 100: 2003,External,FRED,20241709,,,185.39766
2022-06-01,1.1095609664916992,HVAC,PPI,PPI for HVAC,HVAC,North America,Index 100: 2003,External,FRED,20241709,,,185.39766
2022-07-01,1.1225546598434448,HVAC,PPI,PPI for HVAC,HVAC,North America,Index 100: 2003,External,FRED,20241709,,,185.39766
2022-08-01,1.1214110851287842,HVAC,PPI,PPI for HVAC,HVAC,North America,Index 100: 2003,External,FRED,20241709,,,185.39766
2022-09-01,1.126508355140686,HVAC,PPI,PPI for HVAC,HVAC,North America,Index 100: 2003,External,FRED,20241709,,,185.39766
2022-10-01,1.1324037313461304,HVAC,PPI,PPI for HVAC,HVAC,North America,Index 100: 2003,External,FRED,20241709,,,185.39766
2022-11-01,1.1344209909439087,HVAC,PPI,PPI for HVAC,HVAC,North America,Index 100: 2003,External,FRED,20241709,,,185.39766
2022-12-01,1.1390974521636963,HVAC,PPI,PPI for HVAC,HVAC,North America,Index 100: 2003,External,FRED,20241709,,,185.39766
2023-01-01,1.1467188596725464,HVAC,PPI,PPI for HVAC,HVAC,North America,Index 100: 2003,External,FRED,20241709,,,185.39766
2023-02-01,1.1498258113861084,HVAC,PPI,PPI for HVAC,HVAC,North America,Index 100: 2003,External,FRED,20241709,,,185.39766
2023-03-01,1.1683642864227295,HVAC,PPI,PPI for HVAC,HVAC,North America,Index 100: 2003,External,FRED,20241709,,,185.39766
2023-04-01,1.1705811023712158,HVAC,PPI,PPI for HVAC,HVAC,North America,Index 100: 2003,External,FRED,20241709,,,185.39766
2023-05-01,1.175117254257202,HVAC,PPI,PPI for HVAC,HVAC,North America,Index 100: 2003,External,FRED,20241709,,,185.39766
2023-06-01,1.172285556793213,HVAC,PPI,PPI for HVAC,HVAC,North America,Index 100: 2003,External,FRED,20241709,,,185.39766
2023-07-01,1.174831509590149,HVAC,PPI,PPI for HVAC,HVAC,North America,Index 100: 2003,External,FRED,20241709,,,185.39766
2023-08-01,1.1770267486572266,HVAC,PPI,PPI for HVAC,HVAC,North America,Index 100: 2003,External,FRED,20241709,,,185.39766
2023-09-01,1.1772748231887815,HVAC,PPI,PPI for HVAC,HVAC,North America,Index 100: 2003,External,FRED,20241709,,,185.39766
2023-10-01,1.1798639297485352,HVAC,PPI,PPI for HVAC,HVAC,North America,Index 100: 2003,External,FRED,20241709,,,185.39766
2023-11-01,1.1825499534606934,HVAC,PPI,PPI for HVAC,HVAC,North America,Index 100: 2003,External,FRED,20241709,,,185.39766
2023-12-01,1.18011736869812,HVAC,PPI,PPI for HVAC,HVAC,North America,Index 100: 2003,External,FRED,20241709,,,185.39766
2024-01-01,1.1808078289031982,HVAC,PPI,PPI for HVAC,HVAC,North America,Index 100: 2003,External,FRED,20241709,,,185.39766
2024-02-01,1.191320300102234,HVAC,PPI,PPI for HVAC,HVAC,North America,Index 100: 2003,External,FRED,20241709,,,185.39766
2024-03-01,1.189146637916565,HVAC,PPI,PPI for HVAC,HVAC,North America,Index 100: 2003,External,FRED,20241709,,,185.39766
2024-04-01,1.2006031274795532,HVAC,PPI,PPI for HVAC,HVAC,North America,Index 100: 2003,External,FRED,20241709,,,185.39766
2024-05-01,1.2032352685928345,HVAC,PPI,PPI for HVAC,HVAC,North America,Index 100: 2003,External,FRED,20241709,,,185.39766
2024-06-01,1.200247049331665,HVAC,PPI,PPI for HVAC,HVAC,North America,Index 100: 2003,External,FRED,20241709,,,185.39766
2019-01-01,0.8938655257225037,Economic,Average Electricity Price,Average Electricity Price,,North America,US Dollars per Kilowatt-Hour,External,FRED,20241709,,,0.15102944
2019-02-01,0.9004867672920227,Economic,Average Electricity Price,Average Electricity Price,,North America,US Dollars per Kilowatt-Hour,External,FRED,20241709,,,0.15102944
2019-03-01,0.8938655257225037,Economic,Average Electricity Price,Average Electricity Price,,North America,US Dollars per Kilowatt-Hour,External,FRED,20241709,,,0.15102944
2019-04-01,0.8938655257225037,Economic,Average Electricity Price,Average Electricity Price,,North America,US Dollars per Kilowatt-Hour,External,FRED,20241709,,,0.15102944
2019-05-01,0.9004867672920227,Economic,Average Electricity Price,Average Electricity Price,,North America,US Dollars per Kilowatt-Hour,External,FRED,20241709,,,0.15102944
2019-06-01,0.9203503727912904,Economic,Average Electricity Price,Average Electricity Price,,North America,US Dollars per Kilowatt-Hour,External,FRED,20241709,,,0.15102944
2019-07-01,0.9269716143608092,Economic,Average Electricity Price,Average Electricity Price,,North America,US Dollars per Kilowatt-Hour,External,FRED,20241709,,,0.15102944
2019-08-01,0.9203503727912904,Economic,Average Electricity Price,Average Electricity Price,,North America,US Dollars per Kilowatt-Hour,External,FRED,20241709,,,0.15102944
2019-09-01,0.9203503727912904,Economic,Average Electricity Price,Average Electricity Price,,North America,US Dollars per Kilowatt-Hour,External,FRED,20241709,,,0.15102944
